Title,Price,GPU_Category,VRAM,Description,Link
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge,250.00,3060,Unknown,"Lisätiedot
			Myydään ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge
näytönohjain toimii moitteetta.Alkuperäistä pakkausta ei ole tallessa, mutta
postitusta varten löytyy kyllä vastaava tukeva
pahvilaatikko ja runsaasti pehmikkeitä.3 x DisplayPort 1.4a 1 x HDMI 2.1 Nouto Vantaalta. Voin myös tuoda näytönohjaimen
pk-seudulle lisäkorvausta vastaan.Maksu mobilepay,käteisellä tai tilisiirto. hakusanat #3060ti #geforce #rtx3060ti #zotac
#naytonohjain #näyttis",https://www.tori.fi/uusimaa/ZOTAC_GAMING_GeForce_RTX_3060_Ti_Twin_Edge_111020475.htm?ca=18&w=1
Gigabyte RTX 2080 vesijäähdytyksellä,320.00,2080,Unknown,"Lisätiedot
			Varattu toistaiseksi!!!Gigabyte GeForce RTX 2080 GAMING OC 8G 8192 Mt
-näytönohjain PCI-e-väyläänMukana vesijäähdytysKäytetty vain pelaamiseen, ei louhittu.Täysin toimiva.Mieluiten nouto, mutta jos haluat pakettina niin
huomioi että vesijäähdytyksen takia vaatii ison
paketin ja se maksaa n.13,90",https://www.tori.fi/uusimaa/Gigabyte_RTX_2080_vesijaahdytyksella_109520140.htm?ca=18&w=1
"Näytönohjain: ASUS GeForce GTX 470 Fermi, 1 GB",35.00,470,1 gb,"Lisätiedot
			Hyvin toimiva osa pois päivityksen altahttps://www.techpowerup.com/review/asus-geforce-gtx-470/2.html",https://www.tori.fi/uusimaa/Naytonohjain__ASUS_GeForce_GTX_470_Fermi__1_GB_106987286.htm?ca=18&w=1
"Näytönohjain: Gigabyte GTX 670 OC, 2 GB",37.00,Unknown,2 gb,"Lisätiedot
			Ihan kivasti toimiva osahttps://www.techpowerup.com/review/gigabyte-geforce-gtx-670-windforce/3.html",https://www.tori.fi/uusimaa/Naytonohjain__Gigabyte_GTX_670_OC__2_GB_106987068.htm?ca=18&w=1&last=1
Title not found,Price not found,Unknown,Unknown,Description not found,"https://www.tori.fi/uusimaa/Gigabyte_RTX_3060_Ti_Eagle_8GB__LHR_118818362.htm?ca=18&w=1
"
GTG-1070 8Gb näytönohjain,110.00,1070,8gb,"Lisätiedot
			Näyttis GTG-1070 8Gb pituus 243\255 kork 130 lev 2 korttipaikkaa 8-pin
virtaliitin2xhdmi, 2xDP, 1xDVINouto/postitus",https://www.tori.fi/uusimaa/GTG_1070_8Gb_naytonohjain_118681729.htm?ca=18&w=1
MSI Nvidia GeForce GTX 1070 ARMOR 8G OC,99.00,1070,Unknown,"Lisätiedot
			Hyvä ja hiljainen näytönohjain.Valmistajan antamat tiedot:Core/MemoryBoost Clock / Base Clock1746 MHz / 1556 MHz8192 MB GDDR5 / 8008 MHz MemoryVideo Output FunctionDisplayPort x 3HDMI x 1Dual-link DVI-D x 1FeaturesVirtual Reality ReadyDirectX 12 ReadyGreat for 4KGamestream to NVIDIA SHIELD",https://www.tori.fi/uusimaa/MSI_Nvidia_GeForce_GTX_1070_ARMOR_8G_OC_118612158.htm?ca=18&w=1
Tuf-gtx1660s 6gb,100.00,1660,6gb,"Lisätiedot
			Myydään hyväkuntoinen TUF GTX 1660S",https://www.tori.fi/uusimaa/Tuf_gtx1660s_6gb_118549285.htm?ca=18&w=1
Asus rtx 3060ti gaming,340.00,3060,Unknown,"Lisätiedot
			Tarpeeton toimiva näytönohjain. Takuu voimassa.Ei vaihtoa.",https://www.tori.fi/uusimaa/Asus_rtx_3060ti_gaming_118503746.htm?ca=18&w=1
Gtx460 ja Radeon HD6750,25.00,6750,Unknown,"Lisätiedot
			Radeon täysin käyttövalmis. Erikoisuutena 2xMiniDP
+ perusliittimet.Nvidia ilman jäähyä. Molemmat kuvissa näkyvät saa
helposti askarreltua kiinni.Nouto Pasilasta.",https://www.tori.fi/uusimaa/Gtx460_ja_Radeon_HD6750_118478138.htm?ca=18&w=1
Nvidia RTX 3060 näytönohjain,190.00,3060,Unknown,"Lisätiedot
			Lyhyt, 2 tuulettimen malli. Ollut käytössä puoli
vuotta. Uutta vastaava kunto",https://www.tori.fi/uusimaa/Nvidia_RTX_3060_naytonohjain_118475750.htm?ca=18&w=1
Gtx 770,40.00,Unknown,Unknown,"Lisätiedot
			toimiva näytönohjain tarjousta vastaan",https://www.tori.fi/uusimaa/Gtx_770_118473247.htm?ca=18&w=1
Asus TUF Geforce RTX 3070 OC,400.00,3070,Unknown,"Lisätiedot
			Otsikon mukainen näytönohjain, täydellinen
myyntipakkaus ja kuitti löytyy. Ainoastaan nouto tai toimitus kaupat pk-seudulla.
Ei postitusta.",https://www.tori.fi/uusimaa/Asus_TUF_Geforce_RTX_3070_OC_118469040.htm?ca=18&w=1
MSI GeForce GTX 1050 2GB,30.00,1050,2gb,"Lisätiedot
			Täysin toimiva ja hyväkuntoinen näytönohjain
kevyeen pelaamiseen. Ei vaadi lisävirtaa, eli
soveltuu hyvin esimerkiksi toimistokoneen
muuntamiseksi pelikäyttöön.",https://www.tori.fi/uusimaa/MSI_GeForce_GTX_1050_2GB_118456424.htm?ca=18&w=1
GeForce RTX 2080 Ventus 8G näytönohjain,280.00,2080,Unknown,"Lisätiedot
			Täysin toimiva ja tehokas, pelkästään pelikäytössä
ollut näytönohjain. Myydään uuden tieltä pois.Kaupat mieluiten kasvotusten.",https://www.tori.fi/uusimaa/GeForce_RTX_2080_Ventus_8G_naytonohjain_118456148.htm?ca=18&w=1
Asus tuf RTX 3080,500.00,3080,Unknown,"Lisätiedot
			Puolitoista kuukautta on ollut käytössä, takuuta
17.04.2025 asti tingitty valmis",https://www.tori.fi/uusimaa/Asus_tuf_RTX_3080_118445185.htm?ca=18&w=1
Näytönohjain Asus 3060Ti Tuf gaming,300.00,3060,8gb,"Lisätiedot
			Näytönohjain Asus 3060Ti Tuf gaming oc 8gb lhr",https://www.tori.fi/uusimaa/Naytonohjain_Asus_3060Ti_Tuf_gaming_118428908.htm?ca=18&w=1
Palit GeForce GTX 1050Ti 4Gb,70.00,1050,4gb,"Lisätiedot
			Palit GeForce GTX 1050Ti 4Gb hyvässä kunnossa",https://www.tori.fi/uusimaa/Palit_GeForce_GTX_1050Ti_4Gb_118420194.htm?ca=18&w=1
Msi rtx 3070ti,450.00,3070,Unknown,"Lisätiedot
			Takuu voimassa noin vuoden.Ei vaihtoa.",https://www.tori.fi/uusimaa/Msi_rtx_3070ti_118406024.htm?ca=18&w=1
Asus Strix GTX 980 Ti 6GB,100.00,980,6gb,"Lisätiedot
			Myydään ylimääräiseksi jäänyt näytönohjain.
Käytetty ainoastaan kevyehköön pelaamiseen (GTA V
,1080p). Pölyt puhallettu pois koneesta
irroittamisen jälkeen ja lämpötahnat vaihdettu
viime talvena.",https://www.tori.fi/uusimaa/Asus_Strix_GTX_980_Ti_6GB_118305543.htm?ca=18&w=1
PNY 1660Super,99.00,1060,6gb,"Lisätiedot
			The GeForce® GTX 1660 SUPER is up to 20% faster
than the original GTX 1660 and up to 1.5X faster
than the previous-generation GTX 1060 6GB. Powered
by the award-winning NVIDIA Turing architecture
and ultra-fast GDDR6 memory, it's a supercharger
for today's most popular games. Time to gear up
and get SUPER.Experience the breakthrough graphics performance
of the award- winning NVIDIA Turing architecture
with GeForce® GTX 16 Series graphics cards and
laptops. Upgrade your PC for performance that's
blazing-fast on today's most popular games, and
even faster with modern titles. Step up to GeForce
GTX.Now the new GeForce GTX SUPER Series has
ultra-fast GDDR6 memory, bringing you performance
that's up to 50% faster than the original GTX 16
Series and up to 2X faster than
previous-generation 10 Series GPUs. It's time to
gear up and get SUPER.KEY FEATURESBased on Turing ArchitectureNVIDIA GeForce ExperienceNVIDIA AnselNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft® DirectX® 12 API, Vulkan API, OpenGL 4.6HDCP 2.2NVIDIA GPU BoostVR ReadySYSTEM REQUIREMENTSPCI Express-compliant motherboard with one
dual-width x16 graphics slotOne 8-pin supplementary power connector450 W or greater system power supply21.5GB available hard-disk space8GB system memory (16GB or higher recommended)Microsoft Windows 10 (April 2018 Update or later),
Windows 7 64-bit, Linux 64-bitInternet connection3",https://www.tori.fi/uusimaa/PNY_1660Super_118246115.htm?ca=18&w=1
Radeon 5600 xt näytönohjain,140.00,5600,Unknown,"Lisätiedot
			Sapphire radeon 5600 xt pulse näytönohjain.
Pelattu cs:go, ei juuri muuta... Kortissa korkeampien kellotaajuuksien bios
(https://www.pcgamer.com/sapphire-details-how-to-update-its-radeon-rx-5600-pulse-bios-to-make-it-run-faster/). Voi myös tarjota vähemmän, jos hinta on mielestäsi
kohtuuton. Mut menee ekalle täyden hinnan
tarjoajalle.",https://www.tori.fi/uusimaa/Radeon_5600_xt_naytonohjain__118237422.htm?ca=18&w=1
Evga GTX970 4gb näytönohjain,35.00,970,4gb,"Lisätiedot
			Evga geforce GTX970 SSC 4GBToimii moitteitta.Hyvin pelasi BF4, csgo, lol, dayz, mutta esim.
squad ei enää pyöri siedettävästi.",https://www.tori.fi/uusimaa/Evga_GTX970_4gb_naytonohjain_118226475.htm?ca=18&w=1
ASUS Radeon RX580 DUAL 8GB,130.00,580 ,8gb,"Lisätiedot
			Hyvässä kunnossa oleva näyttis nyt halvalla uuteen
kotiin Noin vuoden verran oli itsellä käytössä ja
uuden tilalta myyn nyt pois :) Speksit voitte
katsoa itse -> https://www.asus.com/motherboards-components/graphics-cards/dual/dual-rx580-8g/Rohkeesti viestiä vain ja juttelemaan myös hinta
ei ole kiveen hakattu  0406887121 parhaiten saa viestillä kiinni jos
uudet viestit eivät tule täällä lävitse :) t.jesse",https://www.tori.fi/uusimaa/ASUS_Radeon_RX580_DUAL_8GB_118226342.htm?ca=18&w=1
Tesla K80 24GB,150.00,Unknown,24gb,"Lisätiedot
			Myynnissä Tesla K80 24GB ram. Kortti vähän
kärsineen näköinen ulkoisesti koska irroitin
kaiken ylimääräisen kortin kuoresta jotta
jäähdytys toimi paremmin. Tässä kortissa ei ole
ulostuloa näyttöön eli toimii apuna tehoa
vaativassa käytössä. Nouto Helsinki 00410.",https://www.tori.fi/uusimaa/Tesla_K80_24GB_118216338.htm?ca=18&w=1
RTX 3050 kaupan,215.00,3050,8gb,"Lisätiedot
			Tässä Olisi erittäin vähän käytetty RTX 3050 8GB.Tuli koneen mukana ja vaihdettiin pienen käytön
jälkeen toiseen näytönohjaimeen. Eli tämä jäi
tarpeettomaksi",https://www.tori.fi/uusimaa/RTX_3050_kaupan_118066618.htm?ca=18&w=1
Msi rx480 8gt,40.00,480,Unknown,"Lisätiedot
			Toimistokoneesta irrotettu, täysin toimiva.",https://www.tori.fi/uusimaa/Msi_rx480_8gt_118180249.htm?ca=18&w=1
Asus strix gtx 960 4gb,40.00,960,4gb,"Lisätiedot
			Myydään käyttämättömäksi jäänyt asuksen strix
kortti. Käytetty enimmäkseen csgo ja cs2
pelaamiseen. Lämpötahnat suosittelen vaihtamaan. Hinta 40/tarjous. Postitus +5,90.Sijaitsee vantaalla",https://www.tori.fi/uusimaa/Asus_strix_gtx_960_4gb_118177951.htm?ca=18&w=1
ASUS Geforce GTX 1080 Ti Turbo vesiblokilla,210.00,1080,Unknown,"Lisätiedot
			Täysin kunnossa ja suoraan PC:stäni. Mukaan myös
alkuperäinen ilmajäähdytin. Voin asentaa kumman
jäähdyttimen vain haluat.",https://www.tori.fi/uusimaa/ASUS_Geforce_GTX_1080_Ti_Turbo_vesiblokilla_118160660.htm?ca=18&w=1
MSI GeForce RTX 3060 Ti 8GB (varattu),300.00,3060,8gb,"Lisätiedot
			Yllä mainittu näytönohjain. Takuu voimassa.Mieluiten nouto viikistä",https://www.tori.fi/uusimaa/MSI_GeForce_RTX_3060_Ti_8GB__varattu__118114475.htm?ca=18&w=1
Tuf rx 5700 8gb,200.00,5700,8gb,"Lisätiedot
			Myydään yllä mainittu näytönohjain.Mieluiten nouto viikistä",https://www.tori.fi/uusimaa/Tuf_rx_5700_8gb_118113410.htm?ca=18&w=1
AMD RX 6800 16gb XFX Swft,500.00,6800,16gb,"Lisätiedot
			ostettu verkkokaupasta 11/2021 takuu voimassa.
olen kortin toinen omistaja ja kortti ollu itsellä
vuoden verran ja ollut vain pelikäytössä",https://www.tori.fi/uusimaa/AMD_RX_6800_16gb_XFX_Swft_118025720.htm?ca=18&w=1
Radeon RX 580 MSI Gaming X 8GB,69.00,1080,8gb,"Lisätiedot
			Vaihdoin itse tehokkaampaan näyttikseen. Täysin
toimiva, pyörii hyvin 1080p pelit tällä vehkeellä.
Pystyy ylikellottamaan hiukan, mutta ei
tarpeellista. Nouto Espoosta / Helsingistä Kortista löytyy:PCI Express X 16 8GB GDDR52x DisplayPort, 2x HDMI ja DL-DVI-D portitDirectX12 optimoitu 1 x 8-pin virtaliitäntäMitat: 276 X 140 X 42mm Crossfire 2 teknologia Suosittelisin väh. 500W virtalähteen kaveriksi",https://www.tori.fi/uusimaa/Radeon_RX_580_MSI_Gaming_X_8GB_118014427.htm?ca=18&w=1
Msi GeForce GTX 1060 AERO ITX 6GB OC,70.00,1060,6gb,"Lisätiedot
			Msi GeForce GTX 1060 AEROITX 6GB OC",https://www.tori.fi/uusimaa/Msi_GeForce_GTX_1060_AERO_ITX_6GB_OC_118005767.htm?ca=18&w=1
3080 ASUS tuf gaming OC 12gb,680.00,3080,12gb,"Lisätiedot
			Reilu vuoden pelikäytössä ollut näytönohjain
väistyy uudemman tieltä.. mukaan alkuperäinen
paketti ja tukirauta.",https://www.tori.fi/uusimaa/3080_ASUS_tuf_gaming_OC_12gb_117989609.htm?ca=18&w=1
Gigabyte GeForce GTX 1660 Ti OC 6GB,180.00,1660,6gb,"Lisätiedot
			Täysin toimiva ja vähävirtainen näytönohjain.
ostettu 14.12.2021 eli takuu voimassa vielä 2024
vuoden loppuun. Kuitti tallessa.",https://www.tori.fi/uusimaa/Gigabyte_GeForce_GTX_1660_Ti_OC_6GB_117989135.htm?ca=18&w=1
Rx570 4gb GPU näytönohjaimet,55.00,570 ,4gb,"Lisätiedot
			Omalla vanhemmalla koneella käytetään rx 570 4gb
näytönohjaimet",https://www.tori.fi/uusimaa/Rx570_4gb_GPU_naytonohjaimet_117942799.htm?ca=18&w=1
Gtx 970,70.00,970,Unknown,"Lisätiedot
			Hyvässä kunnossa, ollut vähällä käytöllä.",https://www.tori.fi/uusimaa/Gtx_970_117926194.htm?ca=18&w=1
Sapphire Radeon RX 580 Nitro+ 8GB,100.00,580 ,8gb,"Lisätiedot
			Otsikon mukainen n 3v käyttämättömänä seissyt
näytönohjain",https://www.tori.fi/uusimaa/Sapphire_Radeon_RX_580_Nitro__8GB_115968737.htm?ca=18&w=1
Asus Geforece GTX 1060 6GB,100.00,1060,6gb,"Lisätiedot
			Otsikon mukainen kolme vuotta käyttämättömänä
seissyt näytönohjain",https://www.tori.fi/uusimaa/Asus_Geforece_GTX_1060_6GB_115968777.htm?ca=18&w=1
Radeon vega 56,110.00,Vega,Unknown,"Lisätiedot
			Sapphire Radeon rx vega 56 pulse, 8gt HBM2
muistilla. Toimi hyvin. Tehtud benchmark 3Dmark
Free versio ja heaven uniginella. Teatatud 8k
video.",https://www.tori.fi/uusimaa/Radeon_vega_56_117682257.htm?ca=18&w=1
Näytönohjain MSI GeForce GTX 1060 Gaming X 6G,110.00,1060,Unknown,"Lisätiedot
			Myydään otsikon ja kuvien mukainen käytetty,
toimiva näytönohjain.gpu.userbenchmark.com mukaan kortin nykyarvo on
noin 120 eur. Vain nouto Helsingin Käpylästä,
maksu käteisellä tai MobilePayllä.",https://www.tori.fi/uusimaa/Naytonohjain_MSI_GeForce_GTX_1060_Gaming_X_6G_117653776.htm?ca=18&w=1
GeForce RTX 3060Ti,300.00,3060,Unknown,"Lisätiedot
			Myyn RTX 3060 Ti,koska olin saanut toista
näyttöohjaimen",https://www.tori.fi/uusimaa/GeForce_RTX_3060Ti_117633840.htm?ca=18&w=1
Asus DirectCUII R9 280 3GB,30.00,Unknown,3gb,"Lisätiedot
			Molemmat erinomaisessa kunnossa. tehoa löytyy gta
v, cs/cs2 (low med) r6s, residentti 7 eviliinkin,
mafia definitive edition ilman valittamista myösr9 280 30eHalvalla lähtee ja laatutakuulla.Noudolla järvenpäästä",https://www.tori.fi/uusimaa/Asus_DirectCUII_R9_280_3GB_117620041.htm?ca=18&w=1
NVIDIA P106-90 6GB louhinta kone,250.00,480,6gb,"Lisätiedot
			Hyvässä kunnossa louhinta rig9x P106-90 6GB kortti Dynex 7600H 330WDescription : Graphic Card 9 x GPU Mining card
P106-90 6GBPower Connector 7 x 6 Pin 12VPCI-E Slot 9 x PCI-E x 16System Cooler 10 x 9cm 4800rpm coolers (5 x inflow
, 5 x outflow)Power Supply Requirement 1600W (PSU Optional)CPU Intel® Celeron® 3865U Mobile ProcessorMemory 1 x 4GB DDR4 2133 SodimmStorage 1 x 64GB M.2 SATAIII SSDDisplay Output 1 x HDMI 1.4Ethernet 1 x Giga LANUSB Slot 2 x USB3.0, 2 x USB2.0Dimensions 524x295x178mm (Outer Ctn:
625x389x275mm)Weight N.W. 10.5kg, G.W. 12kg, PSU2.2kg, w/PSU
14kgHinta per kpl 250 euroKaikki kerralla (80 kone eli 720 kortti) hinta
16000 euro.( maksuna käy myös crypo)Myös vaito kiinosta! Vaihdossa käy henkilön
ajoneuvot!",https://www.tori.fi/uusimaa/NVIDIA_P106_90_6GB_louhinta_kone_105964389.htm?ca=18&w=1
Sapphire Nitro+ 6800XT Vesiblokki,50.00,6800,Unknown,"Lisätiedot
			Alphacoolin blokki ja backplate. Täysin ehjä ja
toimiva. D-RGB (3pin) valaistus. Voin postittaa,
mutta postitus tapahtuu mallilla rahat ensin
tilille.",https://www.tori.fi/uusimaa/Sapphire_Nitro__6800XT_Vesiblokki_117480206.htm?ca=18&w=1
Nvidia GeForce GTX 1070 graphic card,160.00,1070,8gb,"Lisätiedot
			About this itemPowered by the NVIDIA GeForce GTX 1070 graphics
processing unit (GPU)8GB GDDR5 (256-bit) on-board memoryPCI Express 3.0 x16 interfaceNVIDIA CUDA technologyVR-ready",https://www.tori.fi/uusimaa/Nvidia_GeForce_GTX_1070_graphic_card_117457113.htm?ca=18&w=1
Asus GeForce PH-GTX1660S-O6G -näytönohjain,150.00,1660,Unknown,"Lisätiedot
			Myydään täysin käyttämätön Nvidia gtx 1660 super
näytönohjain.Takuuta jäljellä vielä noin 20 kuukautta.",https://www.tori.fi/uusimaa/Asus_GeForce_PH_GTX1660S_O6G__naytonohjain_117453241.htm?ca=18&w=1
Asus GTX 1060 STRIX OC 6GB,70.00,1060,6gb,"Lisätiedot
			Näyttis on ollut hyvässä käytössä, pääsääntöisesti
pelaamisessa ja editoinnissa.Kyiseinen kappale toimii hyvin 1080p pelaamiseen
ja iänsä takia en voi antaa erinomaista
kuntoluokitusta. Myyn pois sillä oon siirtynyt 2k pelaamiseen ja
haluan enemmän tehoja.Mieluiten nouto, mutta tarvittaessa toimitus käy
myös.",https://www.tori.fi/uusimaa/Asus_GTX_1060_STRIX_OC_6GB_117450623.htm?ca=18&w=1
Gigabyte G1 gaming GTX 970,50.00,970,Unknown,"Lisätiedot
			Siisti näyttis orkkis laatikossa. Muistaakseni 3kk
sitten vaihdoin tahnat ja ajoin rasitustestiä
useamman tunnin.Kolmiosainen iso jäähy kolmella tuulettimella, GTX
970 korteista vahvin virransyöttö.",https://www.tori.fi/uusimaa/Gigabyte_G1_gaming_GTX_970_117415732.htm?ca=18&w=1
Asus Trix 1080GTX 8Gb näytönohjain,150.00,1080,8gb,"Lisätiedot
			Myynnissä täysin toimiva GTX1080, ollut omassa
käytössä, aikoinaan ostettu jimms kaupasta.Nyt myynnissä kun uusi tullut tilalle. Kaikki
pelit tällä toimii 1080p Ultralla.Käteinen tai mobilepay",https://www.tori.fi/uusimaa/Asus_Trix_1080GTX_8Gb_naytonohjain_117301388.htm?ca=18&w=1
MSI Aero 1050ti,50.00,1050,Unknown,"Lisätiedot
			Myydään täysin ongelmitta itseä palvellut MSI Aero
1050ti näytönohjain. Toimii pelkällä pcie portin
virralla, eikä täten vaadi erillistä virtajohtoa.Jaksaa pyörittää vanhempia pelejä kuten fortnite,
csgo, league of legends, roblox,  yms.",https://www.tori.fi/uusimaa/MSI_Aero_1050ti_117292487.htm?ca=18&w=1
Gigabyte GTX 750 2GB,30.00,Unknown,2gb,"Lisätiedot
			Päivityksen alta seuraavalle myyntiin.Täysin toimiva näyttis.",https://www.tori.fi/uusimaa/Gigabyte_GTX_750_2GB_117262352.htm?ca=18&w=1
Asus tuf rx5700xt o8g gaming,200.00,5700,Unknown,"Lisätiedot
			Myydään otsikon ja kuvien mukainen ADM Radeon
RX5700XT. Mieluiten nouto, postitus onnistuu.Tarjouksia otetaan vastaan.",https://www.tori.fi/uusimaa/Asus_tuf_rx5700xt_o8g_gaming_117222028.htm?ca=18&w=1
PowerColor RX 580 8Gb,80.00,580 ,8gb,"Lisätiedot
			Myydään hyväkuntoinen PowerColor RX 580 8Gb.Mieluiten nouto mutta postituskin mahdollista.Hinta: 80e",https://www.tori.fi/uusimaa/PowerColor_RX_580_8Gb_117221850.htm?ca=18&w=1
Näytönohjain - MSI GeForce GTX 960 Gaming 4G,60.00,960,4gb,"Lisätiedot
			MSI GeForce GTX 960 Gaming 4G HDMI 3xDP 4GBVoit soittaa, tai tekstata minulle numeroon...WhatsApp:lla sekä normaalisti:Puh. 0400516246Muista katsella muutkin Tori-ilmoitukseni.Kirjainmerkitse Kaikki-Ilmoitukseni Sivut...(Myytävä vaihtuu Usein.)Otan Kaikenlaisia Tarjouksia Vastaan...",https://www.tori.fi/uusimaa/Naytonohjain___MSI_GeForce_GTX_960_Gaming_4G_117204069.htm?ca=18&w=1
Näytönohjain Rx 470,40.00,470,4gb,"Lisätiedot
			Myydään MSI rx470 4gb näyttis.Ollut viime ajat varakorttina kaapissa.",https://www.tori.fi/uusimaa/Naytonohjain_Rx_470_117202488.htm?ca=18&w=1
NVIDIA RTX 4070ti TUF,780.00,4070,Unknown,"Lisätiedot
			Täydelises kunnos, on kuitti mist reilusti takuu
viel, on alkuperäinen boksi ja virtakaapelit",https://www.tori.fi/uusimaa/NVIDIA_RTX_4070ti_TUF_119001156.htm?ca=18&w=1
Asus strix 1070 8gb oc,80.00,1070,8gb,"Lisätiedot
			ASUS STRIX 1070 8GB OC tahnat vaihdettu  80hp sijainti itähki noutoa
suositellaan",https://www.tori.fi/uusimaa/Asus_strix_1070_8gb_oc_118998217.htm?ca=18&w=1
ASUS STRIX GTX 970 DirectCU II OC -näytönohjain,50.00,970,Unknown,"Lisätiedot
			Hyvin pelittävä GTX 970! Mainio sopuhintainen
kapistus 1080p pelaamiseen.",https://www.tori.fi/uusimaa/ASUS_STRIX_GTX_970_DirectCU_II_OC__naytonohjain_118992594.htm?ca=18&w=1
Nvidia Geforce GTX 1050ti 4gb,45.00,1050,4gb,"Lisätiedot
			Täysin toimiva ja puhdistettu näytönohjain. Palitin malli jossa kaksi tuuletinta joten lämmöt
pysyvät kurissa.",https://www.tori.fi/uusimaa/Nvidia_Geforce_GTX_1050ti_4gb_118986581.htm?ca=18&w=1
ROG Strix Radeon RX 6700 XT 12GB,300.00,6700,12gb,"Lisätiedot
			Myyntiin kun oli aikomus päivittää. Edelleen käytössä, mutta ostajan löydettyä
koneesta irti ja putsaan pölyt. Laatikko saattaa löytyä voin etsiä jos haluat
mukaanNouto etusijalla, postiin ostajan maksettua
postit!",https://www.tori.fi/uusimaa/ROG_Strix_Radeon_RX_6700_XT_12GB_118984799.htm?ca=18&w=1
AMD Radeon 6800XT,400.00,6800,Unknown,"Lisätiedot
			Myydään ylimääräiseksi jäänyt AMD:n referenssi
6800XT. Toimii moitteetta ja siistissä kunnossa.Ostettu suoraan AMD:ltä joulukuussa 2020 ja kuitti
löytyy PDF-muodossa. Mukaan kortti ja alkuperäinen
pakkaus.Nopeiten kaupat onnistuu Tikkurilan alueella,
liikkuu 1-2 kertaa viikossa Helsingin keskustaan.
Ei postitusta. Maksu käteisellä tai MobilePaylla.",https://www.tori.fi/uusimaa/AMD_Radeon_6800XT_118982313.htm?ca=18&w=1
Evga Rtx 2080ti Black Series,380.00,2080,Unknown,"Lisätiedot
			Täydellisessä kunnossa oleva näytönohjain
seuraavalle. Toiminut moitteettomasti koko
elämänsä ajan. Nyt siirtyy kuitenkin seuraavalle,
kun hakusessa tehokkaampi kortti. Mukaan saa
alkuperäisen laatikon ja ostokuitin. Omia
hintanäkemyksiä saa esittää.Postituskin onnistuu rahat tilille ja paketti
postiin periaatteella.",https://www.tori.fi/uusimaa/Evga_Rtx_2080ti_Black_Series_118980697.htm?ca=18&w=1
Saphire vega 56,100.00,Vega,Unknown,"Lisätiedot
			parhaita malleja korttisarjastasaphire vega ,priimakuntoinen ohjain seuraavalle100tiukka hinta",https://www.tori.fi/uusimaa/Saphire_vega_56_118972147.htm?ca=18&w=1
Asus rtx 3060ti gaming,360.00,3060,Unknown,"Lisätiedot
			Lähes käyttämätön, takuu voimassa, ei vaihtoa",https://www.tori.fi/uusimaa/Asus_rtx_3060ti_gaming_118965301.htm?ca=18&w=1
Msi rtx 3070ti gaming,500.00,3070,Unknown,"Lisätiedot
			Ylimääräinen toimiva kelvollinen näytönohjain,
takuu voimassa vielä vuoden. Ei vaihtoa.",https://www.tori.fi/uusimaa/Msi_rtx_3070ti_gaming_118965296.htm?ca=18&w=1
PNY RTX 3060 Ti Uprising Dual 8GB,250.00,3060,8gb,"Lisätiedot
			Otsikon mukainen kortti uuteen kotiin.Sopii pieneenkin koteloon, kortti on kooltaan: 251
x 112 x 42mm.  Eikä tartte kovin isoa
virtalähdettäkään, virrankulutus vain 200W.
Kortissa on yksi 8 pinninen liitin. LHR malli,
joka ei sovellu louhintaan.Täältä valmistajan tiedot:https://www.pny.com/geforce-rtx-3060-ti-8gb-uprising-dfMieluiten nouto, mutta postituskin mahdollinen
hintaan 8,90 euroa.",https://www.tori.fi/uusimaa/PNY_RTX_3060_Ti_Uprising_Dual_8GB_118964538.htm?ca=18&w=1
Gigabyte GeForce GT 1030 Silent Low Profile - 2GB,50.00,Unknown,2gb,"Lisätiedot
			Myydään näytönohjain passiivijäähdytyksellä.Paketin kuva vain referenssinä. Ei ole enää
tallella. Liitännät:1kpl HDMI1kpl DVI",https://www.tori.fi/uusimaa/Gigabyte_GeForce_GT_1030_Silent_Low_Profile___2GB_118963624.htm?ca=18&w=1
1050ti 4gb näytönohjain,45.00,1050,4gb,"Lisätiedot
			1050ti 4gb näytönohjain.Hyvänkuntoinen ja toimii hyvin. Nouto.",https://www.tori.fi/uusimaa/1050ti_4gb_naytonohjain_118962021.htm?ca=18&w=1
MSI GeForce GTX 1660 Super Ventus XS,200.00,1660,6gb,"Lisätiedot
			Myydään vähän käytetty näytönohjain MSI GeForce
1660 Super 6GB.",https://www.tori.fi/uusimaa/MSI_GeForce_GTX_1660_Super_Ventus_XS_118942368.htm?ca=18&w=1
Msi nvidia 1050,75.00,1050,4gb,"Lisätiedot
			MSI NVIDIA 1050. 4gb. Suoraan käytöstä, täysin
toimiva.",https://www.tori.fi/uusimaa/Msi_nvidia_1050_118930705.htm?ca=18&w=1
